name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
R1B5I3	4956895	322	15394.08	166701	112	0	0	48960	34	33336	58	11976	103
R1B5I4	5295599	275	19256.72	229839	92	0	0	98107	19	58562	33	19430	67
R1B5I5	5121056	258	19849.05	481274	92	0	0	181952	8	99269	15	25151	35
R1B5I6	5195537	273	19031.27	303796	93	0	0	113139	14	68132	26	18844	53
R1B5J10	4987777	380	13125.73	225384	112	0	0	55308	28	31202	51	9770	105
R1B5J11	5048769	263	19196.84	365931	92	0	0	143753	11	86399	20	27525	43
R1B5J2	5234083	409	12797.27	193812	112	0	0	49914	33	31048	60	10290	110
R1B5J3	5285430	193	27385.65	347691	116	0	0	112152	15	84303	25	29610	47
R1B5J7	5242194	226	23195.55	357088	95	0	0	198738	10	125073	17	29130	34
R1B6A11	4654915	139	33488.6	480509	92	0	0	147484	10	98418	18	41351	33
R1B6A15	5483946	333	16468.31	367557	92	0	0	196264	10	89122	19	19908	41
R1B6A19	5108814	116	44041.5	405056	112	0	0	203319	9	161107	14	48386	23
R1B6A1	5240266	87	60232.94	420258	312	0	0	194148	9	124753	16	68961	27
R1B6A2	5114503	187	27350.28	622313	96	0	0	213839	8	132518	14	41456	26
R1B6A3	5118634	224	22851.04	592857	92	0	0	195680	9	113225	16	32354	31
R1B6A6	5082057	154	33000.37	450370	94	0	0	193771	9	98457	16	41516	32
R1B6A7	5176160	192	26959.17	423299	92	0	0	177911	11	97453	18	32888	37
R1B6A8	5061785	191	26501.49	639431	96	0	0	217229	7	110593	14	39831	29
R1B6A9	4669831	128	36483.05	263700	114	0	0	108089	16	68630	27	41098	46
R1B6B10	5368218	308	17429.28	284551	92	0	0	104228	19	50138	34	17365	69
R1B6B11	4994423	125	39955.38	323252	92	0	0	196512	10	126957	16	32890	33
R1B6B12	5168178	155	33343.08	343744	101	0	0	185730	10	123848	17	46739	29
R1B6B13	4907552	126	38948.83	351947	110	0	0	223153	9	106967	15	61696	26
R1B6B14	4859377	127	38262.81	774915	97	0	0	191198	7	135566	13	54971	24
R1B6B16	4685362	112	41833.59	574400	112	0	0	154508	8	112764	15	40819	28
R1B6B1	5226108	205	25493.21	390034	95	0	0	185452	11	129380	17	32419	32
R1B6B2	4895662	191	25631.74	402659	92	0	0	141002	12	68518	22	29977	43
R1B6B3	5095275	105	48526.43	734741	116	0	0	209502	7	102971	14	43149	29
R1B6B4	5175413	161	32145.42	618461	95	0	0	244891	7	114765	12	52525	24
R1B6B5	5164315	193	26758.11	492765	92	0	0	209728	9	136547	15	32875	28
R1B6B6	5191878	224	23178.03	452248	92	0	0	177502	9	149246	15	51256	26
R1B6B7	5200294	131	39696.9	558149	108	0	0	231650	8	155625	13	53488	24
R1B6C14	5222829	211	24752.74	537398	92	0	0	181236	9	108280	16	29893	35
R1B6C15	5212355	166	31399.73	488231	92	0	0	159116	10	120008	17	39257	31
R1B6C17	4902130	225	21787.24	690011	94	0	0	187376	8	111818	15	34603	29
R1B6C18	5030473	203	24780.66	472751	92	0	0	304140	7	152015	12	41619	25
R1B6C19	5005962	116	43154.84	749047	118	0	0	283429	6	151319	11	36362	22
R1B6C2	5177474	281	18425.17	251788	112	0	0	88892	18	57466	33	16362	63
R1B6C3	5202012	243	21407.46	570406	92	0	0	213840	9	113202	15	28431	32
R1B6C8	5214121	192	27156.88	590142	101	0	0	225783	7	117037	14	39045	28
R1B6C9	5133297	189	27160.3	403036	112	0	0	203028	9	124662	16	38125	27
R1B6D10	5053994	218	23183.46	292510	93	0	0	119213	14	69902	25	27082	49
R1B6D11	5186711	247	20998.83	622652	92	0	0	203004	8	119799	14	30271	27
R1B6D12	5035212	139	36224.55	575148	92	0	0	197705	9	114543	15	43659	29
R1B6D13	4877423	64	76209.73	598917	92	0	0	223925	8	198508	12	96205	20
R1B6D16	5362948	173	30999.7	684957	92	0	0	270648	7	162031	13	36485	25
R1B6D1	4680443	116	40348.65	404190	94	0	0	170715	9	112921	16	53863	29
R1B6D5	4977782	173	28773.31	294419	93	0	0	111603	15	71777	25	25185	47
R1B6D6	5321549	167	31865.56	352999	115	0	0	175057	11	118514	18	36861	31
R1B6E14	5059825	172	29417.59	435083	94	0	0	224166	9	106070	15	43620	29
R1B6E15	4962868	116	42783.34	520491	95	0	0	183952	10	106967	17	43800	30
R1B6E17	5216984	333	15666.62	283210	93	0	0	97786	17	57007	31	14713	65
R1B6E19	5271926	245	21518.07	345031	92	0	0	182122	11	126139	17	22015	37
R1B6E1	4931770	184	26803.1	369375	98	0	0	196476	10	96845	17	41798	31
R1B6E2	5132939	120	42774.49	484506	96	0	0	215766	9	128864	15	41395	27
R1B6E3	5241478	190	27586.73	527336	91	0	0	213825	9	113143	15	39106	30
R1B6E6	4951478	237	20892.31	526884	92	0	0	124886	12	92633	21	24496	41
R1B6E7	5137301	149	34478.53	761995	93	0	0	347733	5	198648	9	92071	17
R1B6E8	5127106	147	34878.27	569570	101	0	0	226855	7	132540	13	46682	25
R1B6E9	5236585	209	25055.43	601431	99	0	0	117139	12	81201	23	26059	46
R1B6F10	5080935	146	34800.92	480837	92	0	0	169644	11	106756	18	38279	31
R1B6F11	4982259	176	28308.29	390237	92	0	0	126307	14	67351	25	31850	45
R1B6F12	5031489	261	19277.74	262558	116	0	0	148869	13	81939	24	30202	45
R1B6F13	5024690	164	30638.35	499606	92	0	0	269284	7	128223	13	36263	25
R1B6F14	5051118	128	39461.86	453283	99	0	0	247258	8	174094	13	45106	25
R1B6F16	5198078	172	30221.38	589535	95	0	0	305740	7	163944	12	47939	23
R1B6F18	5166223	184	28077.3	336709	86	0	0	155676	12	86413	20	29584	41
R1B6F19	5168980	181	28557.9	438837	104	0	0	203957	8	140137	14	32144	29
R1B6F4	5281039	257	20548.79	358976	93	0	0	157997	11	92684	19	23551	42
R1B6F5	5015680	137	36610.8	586057	93	0	0	268640	7	175944	11	34823	23
R1B6F7	4978382	223	22324.58	402872	92	0	0	138280	12	95112	21	24438	40
R1B6G11	4833545	291	16610.12	296846	92	0	0	111784	14	70576	24	24357	47
R1B6G14	4637243	100	46372.43	722666	92	0	0	196829	8	135565	13	54851	23
R1B6G16	4985899	197	25309.13	387069	92	0	0	130707	13	81393	23	30222	42
R1B6G2	5072340	170	29837.29	626107	94	0	0	160164	8	115266	16	31371	32
R1B6G3	5235373	254	20611.7	663807	92	0	0	243883	6	129493	13	27003	30
R1B6G4	5113064	142	36007.49	377000	94	0	0	147042	12	104810	20	37410	38
R1B6G6	5181108	200	25905.54	581576	93	0	0	203032	8	121112	15	29350	29
R1B6G7	4838960	213	22718.12	325427	93	0	0	93424	16	51918	30	23199	56
R1B6G8	5079619	146	34791.91	615749	101	0	0	205101	7	124227	13	41456	25
R1B6G9	5104722	251	20337.54	323968	92	0	0	105660	18	57012	31	17149	62
R1B6H12	5045292	147	34321.71	593200	92	0	0	214418	7	137370	12	41456	24
R1B6H13	5174176	39	132671.18	783358	521	0	0	549106	4	285735	7	87634	13
R1B6H15	5015454	167	30032.66	326357	94	0	0	119985	13	47204	27	27422	53
R1B6H16	5270666	179	29445.06	779624	99	0	0	199822	9	80133	19	35111	38
R1B6H18	4949423	190	26049.59	356063	104	0	0	108132	14	57766	27	28075	50
R1B6H19	5034835	164	30700.21	559828	92	0	0	211111	8	147742	13	41394	23
R1B6H1	5270954	324	16268.38	371725	92	0	0	103830	19	56562	32	16063	66
R1B6H7	5237848	160	32736.55	337019	93	0	0	134081	14	79890	24	34912	44
R1B6H8	4988152	98	50899.51	624026	128	0	0	325097	6	157446	11	101869	19
R1B6I11	5064736	178	28453.57	431142	92	0	0	134435	12	83554	22	35062	41
R1B6I14	5010255	158	31710.47	308427	92	0	0	197866	10	88336	18	30982	36
R1B6I15	4898118	197	24863.54	318135	93	0	0	129595	13	83613	22	28391	42
R1B6I1	5077191	256	19832.78	365749	92	0	0	134880	12	86860	21	30894	41
R1B6I2	5143591	162	31750.56	452742	122	0	0	105420	12	71480	23	28416	45
R1B6I3	5066145	194	26114.15	438770	92	0	0	256123	8	150029	14	32120	27
R1B6I5	5272026	383	13765.08	220524	92	0	0	61104	25	40479	46	18707	82
R1B6I6	5261189	195	26980.46	410823	92	0	0	137745	12	84686	22	30274	44
R1B6J10	5139797	196	26223.45	542075	92	0	0	150293	10	92470	18	52828	33
R1B6J11	5302092	247	21465.96	347668	93	0	0	162364	12	79412	20	22537	46
R1B6J12	5126274	273	18777.56	366929	92	0	0	173519	10	109211	18	20421	35
R1B6J13	5220678	277	18847.21	174824	104	0	0	57829	25	35299	48	12262	94
R1B6J15	5278247	223	23669.27	340188	118	0	0	127922	13	68549	24	22052	53
R1B6J16	5135645	190	27029.71	382975	110	0	0	157860	12	106154	20	29345	40
R1B6J4	5279885	181	29170.64	337775	92	0	0	155866	11	86660	21	30995	41
R1B6J8	5087515	166	30647.68	484413	101	0	0	272285	8	148125	13	47939	23
R1B6J9	5177298	321	16128.65	457646	74	0	0	132078	12	95862	21	22458	42
ERR434259	4666558	115	40578.77	351354	217	0	0	120842	12	80760	22	37888	39
ERR434260	5119815	210	24380.07	417327	201	0	0	189218	9	162700	14	32418	28
ERR434261	5153678	177	29116.82	354565	206	0	0	169168	10	107827	18	32153	34
ERR434262	4585216	219	20937.06	148879	208	0	0	55041	27	32299	49	14283	90
ERR434263	4897745	172	28475.26	287602	201	0	0	109961	15	62056	27	26274	49
ERR434264	4945676	134	36908.03	564523	200	0	0	242872	7	176895	12	41408	22
ERR434265	5129651	158	32466.15	346421	203	0	0	173712	12	123738	18	32881	32
ERR434266	5059400	135	37477.04	397174	210	0	0	165097	12	117529	19	29799	33
ERR434267	4598609	94	48921.37	601827	201	0	0	156807	10	97983	18	40483	31
ERR434268	4697039	86	54616.73	355829	200	0	0	183030	10	129101	16	43610	28
ERR434269	5262006	225	23386.69	424731	202	0	0	158893	12	110570	20	29799	36
ERR434270	5010709	164	30553.1	555368	215	0	0	186519	9	112992	16	30831	30
ERR434271	5169601	167	30955.69	319185	210	0	0	143058	13	102332	22	32596	39
ERR434272	5301856	319	16620.24	303080	207	0	0	103096	16	63096	30	21139	59
ERR434273	5145230	222	23176.71	437343	204	0	0	203886	8	124465	15	29851	34
ERR434274	4897440	195	25115.08	216201	201	0	0	96339	17	52173	30	28728	55
ERR434275	4895711	103	47531.17	360771	210	0	0	152518	11	110739	18	36697	34
ERR434276	5364728	282	19023.86	437171	214	0	0	247776	8	137290	14	26096	33
ERR434277	5126337	164	31258.15	402016	214	0	0	185449	10	106234	18	32881	34
ERR434278	5218443	142	36749.6	948004	206	0	0	196107	7	150245	13	49685	27
ERR434279	4853559	70	69336.56	471217	253	0	0	256097	7	192642	12	73149	19
ERR434280	5139991	140	36714.22	343595	203	0	0	156001	12	106058	20	29799	37
ERR434281	5142306	163	31547.89	369839	202	0	0	157525	12	112969	20	29845	39
ERR434282	5209468	170	30643.93	308295	203	0	0	158893	12	96344	21	26523	42
ERR434283	5051342	149	33901.62	483371	208	0	0	194562	8	127387	14	42180	26
ERR434284	4998500	146	34236.3	588678	201	0	0	185864	8	119110	14	41408	26
ERR434285	5298354	280	18922.69	402148	202	0	0	121188	13	91619	23	17229	48
ERR434286	4968067	249	19952.08	402550	205	0	0	137555	10	106070	18	20222	37
ERR434287	5608110	191	29361.83	641366	201	0	0	196240	9	108990	17	29845	35
ERR434288	5219926	273	19120.61	494005	202	0	0	156268	10	82911	20	19939	44
ERR434289	5166123	194	26629.5	473296	200	0	0	268451	8	130657	14	30860	28
ERR434290	5249966	181	29005.34	368905	200	0	0	159814	11	78159	20	31536	40
ERR434291	4708452	119	39566.82	500432	217	0	0	115127	12	86126	21	34984	38
ERR434292	5092437	272	18722.19	368210	200	0	0	141813	13	90448	23	21413	48
ERR434293	5089093	138	36877.49	567161	202	0	0	140215	10	88284	20	33975	37
ERR434294	5248318	378	13884.44	274575	201	0	0	110083	17	70951	29	13806	56
ERR434295	5166011	157	32904.53	563512	225	0	0	185921	8	126412	15	34316	29
ERR434296	5114224	344	14866.93	226199	202	0	0	51194	29	33980	54	11629	102
ERR434297	4681468	129	36290.45	293521	210	0	0	97380	13	67948	25	32845	45
ERR434298	4973341	215	23131.82	440449	223	0	0	97725	14	57130	26	19397	52
ERR434299	5237702	147	35630.63	453699	215	0	0	185921	9	124399	16	36434	28
ERR434300	4901598	245	20006.52	414042	216	0	0	127023	13	78901	23	25428	44
ERR434301	5461437	351	15559.65	265538	204	0	0	72244	21	43816	40	17848	78
ERR434302	5130488	222	23110.31	592064	201	0	0	186522	9	112999	16	24637	33
ERR434304	5047336	109	46305.83	433495	203	0	0	186374	10	112097	17	56174	28
ERR434305	5284581	240	22019.09	472226	206	0	0	169164	11	107499	19	28981	35
ERR434306	5045295	130	38809.96	431245	204	0	0	215795	8	133698	13	58043	23
ERR434307	5009672	161	31115.98	423947	210	0	0	186010	10	110111	17	32073	32
ERR434308	5288302	193	27400.53	412622	216	0	0	186419	9	165871	15	31949	26
ERR434309	5171671	339	15255.67	330355	202	0	0	89993	17	55599	31	16006	63
ERR434310	4923812	196	25121.49	287311	209	0	0	78525	18	47025	34	16803	68
ERR434311	5016318	168	29859.04	404573	205	0	0	189214	9	113267	16	32072	32
ERR434312	5073372	100	50733.72	417065	225	0	0	185920	9	129172	15	45095	25
ERR434313	5129481	153	33526.02	439592	200	0	0	186519	9	115773	16	39003	29
ERR434314	5117203	116	44113.82	417442	225	0	0	154236	10	101352	19	45086	32
ERR434315	4930949	49	100631.61	882233	230	0	0	509073	4	213205	8	110553	15
ERR434316	5104101	186	27441.4	430242	201	0	0	186513	10	131043	16	51355	28
ERR434317	4961488	77	64434.91	545103	238	0	0	273085	6	129634	12	46167	21
ERR434318	5299967	184	28804.17	515085	204	0	0	135981	10	94827	20	26183	42
ERR434319	5277337	278	18983.23	424832	200	0	0	170495	11	110591	19	19015	37
ERR434320	5107935	131	38991.87	550214	215	0	0	202914	7	109396	14	37484	30
ERR434321	4975891	53	93884.74	919239	285	0	0	436585	4	189592	8	56186	17
ERR434322	5049822	132	38256.23	527320	201	0	0	307646	7	161137	12	47191	23
ERR434323	5183092	165	31412.68	489043	213	0	0	170125	10	96103	18	40039	32
ERR434324	5553734	388	14313.75	372726	201	0	0	73661	17	42469	37	12984	80
ERR434325	5428373	173	31377.88	471366	207	0	0	150460	12	79362	23	30778	45
ERR434326	5301049	216	24541.89	545766	205	0	0	138458	12	67900	22	20688	48
ERR434327	4871304	117	41635.08	401382	214	0	0	131275	12	88259	21	36031	39
ERR434328	4723985	136	34735.18	510618	201	0	0	192897	8	135327	14	44149	26
ERR434329	5282853	328	16106.26	250578	201	0	0	83082	20	48044	36	15734	75
ERR434330	5233587	282	18558.82	570092	202	0	0	181469	10	84602	19	17623	46
ERR434331	5294034	224	23634.08	513786	203	0	0	203133	8	118657	15	20294	36
ERR434332	4873626	53	91955.21	641596	245	0	0	382850	5	194614	9	59059	17
ERR434333	4942529	132	37443.4	470456	237	0	0	221377	8	155446	13	58036	22
ERR434334	5415603	376	14403.2	265622	200	0	0	65049	24	48493	43	16343	80
ERR434335	4699146	76	61830.87	391076	206	0	0	235006	8	129950	13	55828	23
ERR434336	5136039	160	32100.24	584349	204	0	0	202857	8	112982	15	41408	27
ERR434337	4957787	156	31780.69	435405	208	0	0	173598	9	114786	15	29549	34
ERR434338	5116637	167	30638.54	424735	219	0	0	145818	11	110886	19	35343	31
ERR434339	4999522	87	57465.77	935178	279	0	0	456338	5	218084	8	52508	16
ERR434340	5157519	223	23127.89	535632	200	0	0	202857	9	112999	16	24638	35
ERR434341	5205563	218	23878.73	434595	209	0	0	182535	10	118073	17	30233	31
ERR434342	5026468	143	35150.13	360294	218	0	0	193858	10	129172	15	34676	29
ERR434343	4861036	115	42269.88	428730	215	0	0	154599	10	111040	17	41743	31
ERR434344	5006651	158	31687.66	577186	217	0	0	196436	7	114763	14	30831	28
ERR434345	5146685	165	31192.03	569146	204	0	0	213930	8	134193	14	28981	28
ERR434346	4897249	142	34487.67	459991	225	0	0	191850	8	129172	15	30857	30
ERR434347	5345805	271	19726.22	388702	203	0	0	158834	12	106123	20	18504	45
ERR434348	4967378	221	22476.82	282932	202	0	0	96360	18	53918	32	15646	61
ERR434349	4892980	88	55602.05	348576	205	0	0	158058	11	113736	18	51728	29
ERR434350	5128411	113	45384.17	433495	219	0	0	186369	10	128033	16	41309	28
ERR434351	4719720	113	41767.43	251906	201	0	0	148249	12	101120	20	37126	36
ERR434352	5246271	161	32585.53	432374	204	0	0	202894	9	135192	15	47070	27
ERR434353	4812751	130	37021.16	305371	200	0	0	124397	14	79843	23	30852	42
ERR434354	4907778	153	32076.98	459992	202	0	0	189212	9	140051	15	33810	28
ERR434355	5000005	221	22624.46	304829	203	0	0	111520	15	58296	27	23970	53
ERR434356	5096294	181	28156.32	404472	213	0	0	189121	9	109394	17	32039	35
ERR434357	5165077	232	22263.26	440272	209	0	0	185266	9	107784	17	19400	34
ERR434358	5034740	147	34249.93	356893	204	0	0	135354	13	93605	21	33214	38
ERR434359	4842380	88	55027.05	506411	209	0	0	210117	8	176422	13	53681	22
ERR434360	5232238	186	28130.31	417605	201	0	0	173562	10	94775	18	32072	36
ERR434361	4791058	109	43954.66	451689	203	0	0	190967	9	137555	14	34306	26
ERR434362	4906610	90	54517.89	563181	214	0	0	202878	8	135377	14	85596	22
ERR434363	4829566	52	92876.27	871103	256	0	0	364179	5	220067	8	56186	17
ERR434364	5146775	234	21994.76	418962	201	0	0	174266	10	102105	18	22033	39
ERR434365	5131692	154	33322.68	382636	203	0	0	124354	12	93137	21	29687	41
ERR434366	5044704	297	16985.54	362671	200	0	0	106811	15	66026	27	21657	50
ERR434367	5224199	208	25116.34	434879	201	0	0	154131	11	118066	18	29904	32
ERR434368	5228301	192	27230.73	319125	209	0	0	158893	12	109115	21	22035	40
ERR434369	5296504	136	38944.88	877852	200	0	0	458008	5	189592	8	51118	18
ERR434370	5099164	123	41456.62	619830	208	0	0	190942	9	123731	16	35903	28
ERR434371	5273011	180	29294.51	536833	201	0	0	195490	9	103457	17	30622	35
ERR434372	5057116	125	40456.93	381191	211	0	0	152449	11	95612	20	36779	35
ERR434373	5165725	218	23695.99	435013	212	0	0	182535	10	111963	19	29904	33
ERR434374	4788561	162	29559.02	410095	200	0	0	96805	14	51119	27	22271	54
ERR434375	4975975	180	27644.31	404470	205	0	0	189225	9	121643	15	32033	32
ERR434376	5277246	148	35657.07	453673	216	0	0	189210	9	121654	16	33383	31
ERR434377	4956840	132	37551.82	429103	205	0	0	213087	8	137555	14	31095	27
ERR434378	5133038	215	23874.6	588680	207	0	0	213311	7	112992	15	28981	32
ERR434380	5215773	257	20294.84	366075	202	0	0	172819	11	91924	19	18755	43
ERR434381	5289901	238	22226.47	589484	208	0	0	184716	9	93502	16	29273	38
ERR434382	5235284	186	28146.69	570267	209	0	0	186529	9	109726	16	32173	30
ERR434383	5138547	202	25438.35	536147	200	0	0	207254	8	113013	15	33673	29
ERR434384	5225103	189	27646.05	443493	206	0	0	173744	10	109727	18	30834	34
ERR434385	5142446	131	39255.31	500476	225	0	0	206650	8	103622	15	39701	30
ERR434386	5197882	224	23204.83	416944	204	0	0	152519	11	71512	21	22433	46
ERR434387	5087487	278	18300.31	216254	219	0	0	54899	27	34530	50	13818	94
ERR434388	5210166	258	20194.44	409536	200	0	0	131201	12	79238	22	27172	44
ERR434389	5011652	175	28638.01	522363	215	0	0	177995	9	109791	17	27164	37
ERR434390	5144643	98	52496.36	463694	225	0	0	191792	8	130812	14	50702	25
ERR434391	5176839	209	24769.56	346421	219	0	0	165087	11	117807	18	32596	32
ERR434392	5048815	219	23053.95	388766	201	0	0	186519	9	126001	15	29154	30
ERR434393	4602162	87	52898.41	670044	215	0	0	192984	7	131004	12	55241	22
ERR434394	5402610	278	19433.85	362059	200	0	0	91118	15	54471	30	19488	62
ERR434395	5419807	343	15801.19	536735	203	0	0	166322	11	96915	20	20903	45
ERR434396	5034490	178	28283.65	488816	229	0	0	159579	10	99184	18	37272	32
ERR434397	5097630	177	28800.17	456608	207	0	0	132310	12	74007	23	32128	43
ERR434398	5175387	114	45398.13	681312	206	0	0	212638	8	122622	15	43653	28
ERR434399	5146728	133	38697.2	453724	225	0	0	185921	9	129080	15	50500	26
ERR434400	5158268	280	18422.39	306087	201	0	0	167617	12	101726	21	23358	42
ERR434401	5147175	114	45150.66	308307	203	0	0	192886	11	136500	17	60039	27
ERR434402	5203723	189	27532.93	520914	216	0	0	203399	9	127394	15	30442	29
ERR434403	5107960	122	41868.52	621638	215	0	0	234851	7	113047	13	39005	28
ERR434404	5070704	120	42255.87	415708	218	0	0	191788	9	129172	15	32788	29
ERR434405	5107861	128	39905.16	474807	202	0	0	191107	9	158893	14	41385	26
ERR434406	5133679	219	23441.46	493583	234	0	0	186495	9	126777	15	39075	29
ERR434407	5181505	311	16660.79	310549	204	0	0	144334	13	71822	22	19865	47
ERR434408	5055177	80	63189.71	453204	276	0	0	275608	7	179541	12	100850	20
ERR434409	5007949	182	27516.2	386072	210	0	0	125104	12	66566	23	29463	43
ERR434410	5137753	201	25560.96	474576	200	0	0	202857	8	114000	15	29163	30
ERR434411	4786719	147	32562.71	355762	204	0	0	125732	13	88259	22	33322	41
ERR434412	5354578	266	20129.99	425766	204	0	0	172716	12	87936	20	30857	41
ERR434413	5105622	205	24905.47	350958	201	0	0	173967	11	102105	19	22474	39
ERR434414	5062178	266	19030.74	338995	200	0	0	112674	15	66217	26	21041	51
ERR434415	5507970	216	25499.86	423740	200	0	0	164200	11	73041	21	28059	42
ERR434416	5304242	350	15154.98	311316	204	0	0	112616	14	53815	29	14857	63
ERR434417	5216415	215	24262.4	319381	206	0	0	149537	14	109121	22	21447	39
ERR434418	5255018	192	27369.89	301465	206	0	0	145819	14	109121	22	29799	37
ERR434419	5235255	136	38494.52	390173	205	0	0	165629	11	106058	19	41309	33
ERR434420	5282483	280	18866.01	329135	202	0	0	117950	14	73683	25	29845	46
ERR434421	5190217	205	25318.13	325657	200	0	0	142450	13	106058	21	29716	38
ERR434422	4746762	141	33664.98	416587	210	0	0	119386	13	79484	23	41303	39
ERR434423	5340570	390	13693.77	397281	200	0	0	130234	14	53645	26	15679	60
ERR434424	5019998	269	18661.7	209079	208	0	0	68717	21	41343	41	14316	81
ERR434425	5193192	113	45957.45	691012	225	0	0	177887	8	134513	14	45086	25
ERR434426	5050662	133	37974.9	433492	219	0	0	173765	10	117806	18	32940	30
ERR434427	5055909	172	29394.82	402027	214	0	0	170931	10	102458	19	29904	36
ERR434428	5199560	240	21664.83	544925	207	0	0	149438	11	121284	18	30233	34
ERR434429	5235712	346	15132.12	191656	203	0	0	51013	26	34091	51	10403	99
ERR434430	5273056	193	27321.53	369578	201	0	0	185217	11	105388	19	31674	35
ERR434431	4906450	120	40887.08	362226	205	0	0	194458	9	146198	15	30859	28
ERR434432	5069456	178	28480.09	568781	216	0	0	213944	8	132119	14	41408	26
ERR434433	5332123	155	34400.79	462459	209	0	0	169164	10	118603	18	33051	32
ERR434434	4942334	96	51482.65	563441	214	0	0	202857	8	154203	14	85596	22
ERR434435	4949693	153	32350.93	553788	207	0	0	202858	8	154222	13	58075	21
ERR434436	5196201	282	18426.24	539789	200	0	0	157193	10	109389	18	29851	36
ERR434437	4961018	240	20670.91	261319	201	0	0	96408	17	44008	34	16560	67
ERR434438	4872078	150	32480.52	349114	207	0	0	213220	10	130056	15	59955	26
ERR434439	5149757	207	24878.05	517969	200	0	0	174723	10	114692	17	30129	37
ERR434440	5242882	147	35665.86	562386	203	0	0	189217	8	129172	14	32073	28
ERR434441	5201353	226	23014.84	434882	201	0	0	177527	10	113004	18	24566	35
ERR434442	5251091	175	30006.23	468497	213	0	0	144100	12	85185	22	34817	41
ERR434443	5297890	209	25348.76	265345	200	0	0	151730	14	91685	23	30932	41
ERR434444	5282561	274	19279.42	185154	204	0	0	83984	21	42836	40	16347	76
ERR434445	5188948	204	25436.02	325658	200	0	0	147802	12	107514	21	26498	37
ERR434446	5236373	225	23272.77	350952	202	0	0	173967	12	85925	20	25613	42
ERR434447	5290482	309	17121.3	232219	203	0	0	52168	25	35899	49	12402	95
ERR434448	5098328	146	34920.05	474716	206	0	0	159766	11	109121	18	32881	31
ERR434449	5187837	204	25430.57	487201	203	0	0	203885	8	122526	15	29851	34
ERR434450	5006257	134	37360.13	461051	205	0	0	218216	8	134575	14	34306	26
ERR434451	5031885	151	33323.74	458407	216	0	0	202857	9	127394	15	33243	27
ERR434452	5204686	260	20018.02	443014	202	0	0	234846	8	109397	15	24552	34
ERR434453	4771543	119	40097	388550	207	0	0	123042	13	86482	23	33220	39
ERR434454	5143541	168	30616.32	569178	204	0	0	202885	8	134288	14	30449	29
ERR434455	5258493	294	17886.03	334882	200	0	0	119292	14	62967	27	24212	55
ERR434456	5129246	135	37994.41	547979	263	0	0	262654	8	110427	14	31670	29
ERR434457	4994120	160	31213.25	399979	205	0	0	169784	10	134575	16	29799	31
ERR434458	5224093	137	38132.07	664093	225	0	0	213382	7	148849	12	54235	23
ERR434459	5040868	211	23890.37	304829	203	0	0	96077	18	53270	31	23970	58
ERR434460	5023737	138	36403.89	200072	202	0	0	90427	19	59039	33	26386	57
ERR434461	5162783	175	29501.62	577318	204	0	0	202885	8	117832	14	28299	31
ERR434462	5158931	121	42635.79	617190	219	0	0	190942	10	136499	16	41309	27
ERR434463	5319033	324	16416.77	269252	203	0	0	55300	26	35899	50	13025	96
ERR434464	5060233	150	33734.89	558851	201	0	0	160743	11	104847	18	33070	35
ERR434465	5038727	152	33149.52	416822	200	0	0	140168	11	89026	20	29845	40
ERR434466	5462926	201	27178.74	451826	204	0	0	172722	10	112854	18	32389	38
ERR434467	5227746	238	21965.32	498835	201	0	0	186519	9	116922	16	41408	29
ERR434468	5059740	206	24561.84	509515	200	0	0	182646	9	104400	17	32419	32
ERR434469	5066903	200	25334.51	324556	203	0	0	98681	19	59779	32	22332	60
ERR434470	5049068	175	28851.82	495059	211	0	0	169164	9	94864	17	34580	34
ERR434471	5152805	162	31807.44	343769	202	0	0	158893	12	106058	20	29273	42
ERR434472	5151243	193	26690.38	433609	210	0	0	160542	12	109116	19	20379	38
ERR434473	5272621	263	20047.99	307962	202	0	0	142450	14	97913	23	25521	42
ERR434474	4853973	49	99060.67	885549	202	0	0	336713	5	189592	9	73316	17
ERR434475	5272776	223	23644.74	396753	200	0	0	135876	10	106631	19	24058	37
ERR434476	5104837	215	23743.43	588800	200	0	0	140176	9	101447	18	28981	36
ERR434477	5310747	254	20908.45	345161	207	0	0	83687	16	43699	34	17460	71
ERR434478	5221876	201	25979.48	484047	204	0	0	191789	9	113147	16	32418	31
ERR434479	5561252	149	37323.84	679239	207	0	0	232204	7	161137	13	41404	24
ERR434480	5163714	208	24825.55	350913	202	0	0	172393	12	102104	20	30922	37
ERR434481	4884177	125	39073.42	494905	279	0	0	181281	10	108312	17	38583	33
ERR434482	5289103	187	28283.97	483312	210	0	0	185224	9	95646	18	31475	37
ERR434483	5102293	175	29155.96	646909	200	0	0	186519	8	112986	15	30826	30
ERR434484	5018451	231	21724.9	282460	201	0	0	94015	18	59253	31	18231	61
ERR434485	4873797	164	29718.27	497582	201	0	0	158413	10	104070	18	41629	33
ERR434486	5114325	273	18733.79	343232	200	0	0	102562	17	50103	31	17207	62
ERR434487	5223558	200	26117.79	493707	202	0	0	203131	8	131657	14	30859	28
ERR434488	4769148	57	83669.26	778622	248	0	0	267788	5	196416	9	95259	17
ERR434489	5426834	260	20872.44	516130	207	0	0	174655	11	79494	22	22826	48
ERR434490	4829280	104	46435.38	416936	205	0	0	234845	8	148166	13	33755	25
